id1,Symbol,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
4215,GPS,[gap],[gap],"Gap, Inc.",Gap Inc. (The) Common Stock,1.0
43334,ADSK,[autodesk],[autodesk],Autodesk,Autodesk Inc. Common Stock,1.0
18064,IP,"[international,paper]","[international,paper]",International Paper Company,International Paper Company Common Stock,1.0
42382,LMT,"[lockheed,martin]","[lockheed,martin]",Lockheed Martin Corporation,Lockheed Martin Corporation Common Stock,1.0
5289,TSLA,[tesla],[tesla],"Tesla, Inc",Tesla Inc. Common Stock,1.0
11299,DGX,"[quest,diagnostics,incorporated]","[quest,diagnostics,incorporated]",Quest Diagnostics Incorporated,Quest Diagnostics Incorporated Common Stock,1.0
38190,DAL,"[delta,air,lines]","[delta,air,lines]","Delta Air Lines, Inc.",Delta Air Lines Inc. Common Stock,1.0
40507,SPPI,"[spectrum,pharmaceuticals]","[spectrum,pharmaceuticals]",Spectrum Pharmaceuticals,Spectrum Pharmaceuticals Inc.Common Stock,1.0
8972,T,"[at,t]","[at,t]",AT&T,AT&T Inc.,1.0
19507,VMI,"[valmont,industries]","[valmont,industries]",Valmont Industries,Valmont Industries Inc. Common Stock,1.0
31395,AAL,"[american,airlines]","[american,airlines]","American Airlines, Inc.",American Airlines Group Inc. Common Stock,1.0
40909,ARMK,[aramark],[aramark],Aramark,Aramark Common Stock,1.0
40321,KDP,"[keurig,dr,pepper]","[keurig,dr,pepper]",Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc. Common Stock,1.0
33350,NKE,[nike],[nike],Nike,Nike Inc. Common Stock,1.0
33255,RSG,"[republic,services]","[republic,services]",Republic Services,Republic Services Inc. Common Stock,1.0
32068,KR,[kroger],[kroger],Kroger,Kroger Company (The) Common Stock,1.0
35903,KMT,[kennametal],[kennametal],"Kennametal, Inc.",Kennametal Inc. Common Stock,1.0
41111,BMY,"[bristol,myers,squibb]","[bristol,myers,squibb]",Bristol Myers Squibb Company,Bristol-Myers Squibb Company Common Stock,1.0
4860,SGC,"[superior,of,companies]","[superior,of,companies]","Superior Group of Companies, Inc.",Superior Group of Companies Inc. Common Stock,1.0
11781,IBM,"[international,business,machines]","[international,business,machines]",International Business Machines,International Business Machines Corporation Common Stock,1.0
12168,CTG,"[computer,task]","[computer,task]","Computer Task Group, Inc",Computer Task Group Inc. Common Stock,1.0
13674,HGV,"[hilton,grand,vacations]","[hilton,grand,vacations]",Hilton Grand Vacations,Hilton Grand Vacations Inc. Common Stock,1.0
33618,SWK,"[stanley,black,decker]","[stanley,black,decker]",Stanley Black & Decker,Stanley Black & Decker Inc. Common Stock,1.0
33672,CAH,"[cardinal,health]","[cardinal,health]",Cardinal Health,Cardinal Health Inc. Common Stock,1.0
36579,EFX,[equifax],[equifax],Equifax Inc.,Equifax Inc. Common Stock,1.0
37502,WMT,[walmart],[walmart],Walmart,Walmart Inc. Common Stock,1.0
42922,NFLX,[netflix],[netflix],"Netflix, Inc.",Netflix Inc. Common Stock,1.0
43940,TIL,"[instil,bio]","[instil,bio]","Instil Bio, Inc.",Instil Bio Inc. Common Stock,1.0
25544,CNMD,[conmed],[conmed],ConMed Corporation,CONMED Corporation Common Stock,1.0
5298,CUTR,[cutera],[cutera],"Cutera, Inc.",Cutera Inc. Common Stock,1.0
9381,EBAY,[ebay],[ebay],eBay Inc.,eBay Inc. Common Stock,1.0
12107,INTU,[intuit],[intuit],Intuit Inc,Intuit Inc. Common Stock,1.0
15929,NCR,[ncr],[ncr],NCR,NCR Corporation Common Stock,1.0
19001,X,"[united,states,steel]","[united,states,steel]",United States Steel Corporation,United States Steel Corporation Common Stock,1.0
2340,BRC,[brady],[brady],Brady Corporation,Brady Corporation Common Stock,1.0
26260,MET,[metlife],[metlife],MetLife,MetLife Inc. Common Stock,1.0
33413,INTC,[intel],[intel],Intel,Intel Corporation Common Stock,1.0
40298,SAVE,"[spirit,airlines]","[spirit,airlines]","Spirit Airlines, Inc,",Spirit Airlines Inc. Common Stock,1.0
16000,KO,"[coca,cola]","[coca,cola]",Coca-Cola,Coca-Cola Company (The) Common Stock,1.0
26450,SYK,[stryker],[stryker],Stryker,Stryker Corporation Common Stock,1.0
27720,ARW,"[arrow,electronics]","[arrow,electronics]","Arrow Electronics, Inc.",Arrow Electronics Inc. Common Stock,1.0
30670,GES,[guess],[guess],"Guess?, Inc.",Guess? Inc. Common Stock,1.0
629,LMT,"[lockheed,martin]","[lockheed,martin]",LOCKHEED MARTIN,Lockheed Martin Corporation Common Stock,1.0
38862,KEY,[keycorp],[keycorp],KeyCorp,KeyCorp Common Stock,1.0
10395,SPWR,[sunpower],[sunpower],SunPower Corporation,SunPower Corporation Common Stock,1.0
19624,PSN,[parsons],[parsons],Parsons,Parsons Corporation Common Stock,1.0
39166,PLXS,[plexus],[plexus],Plexus Corp,Plexus Corp. Common Stock,1.0
5359,ROST,"[ross,stores]","[ross,stores]","Ross Stores, Inc.",Ross Stores Inc. Common Stock,1.0
14603,LEG,"[leggett,platt,incorporated]","[leggett,platt,incorporated]","Leggett & Platt, Incorporated",Leggett & Platt Incorporated Common Stock,1.0
15409,TRN,"[trinity,industries]","[trinity,industries]",Trinity Industries Inc.,Trinity Industries Inc. Common Stock,1.0
17560,SON,"[sonoco,products]","[sonoco,products]",Sonoco Products Company,Sonoco Products Company Common Stock,1.0
35420,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase & Co.,JP Morgan Chase & Co. Common Stock,1.0
9111,AVGO,[broadcom],[broadcom],Broadcom Inc.,Broadcom Inc. Common Stock,1.0
24449,IPI,"[intrepid,potash]","[intrepid,potash]",INTREPID POTASH,Intrepid Potash Inc Common Stock,1.0
303,VC,[visteon],[visteon],VISTEON CORPORATION,Visteon Corporation Common Stock,1.0
19043,CTS,[cts],[cts],CTS Corp.,CTS Corporation Common Stock,1.0
19418,LLY,"[eli,lilly,and]","[eli,lilly,and]",Eli Lilly and Company,Eli Lilly and Company Common Stock,1.0
22520,MCK,[mckesson],[mckesson],McKesson,McKesson Corporation Common Stock,1.0
26027,FLWS,"[1,800,flowers,com]","[1,800,flowers,com]",1-800 Flowers.com,1-800-FLOWERS.COM Inc. Common Stock,1.0
28234,CC,[chemours],[chemours],The Chemours Company,Chemours Company (The) Common Stock,1.0
40167,IDXX,"[idexx,laboratories]","[idexx,laboratories]",IDEXX Laboratories,IDEXX Laboratories Inc. Common Stock,1.0
19365,F,"[ford,motor]","[ford,motor]",Ford Motor Company,Ford Motor Company Common Stock,1.0
768,LPX,"[louisiana,pacific]","[louisiana,pacific]",LOUISIANA PACIFIC CORPORATION,Louisiana-Pacific Corporation Common Stock,1.0
17858,BALL,[ball],[ball],Ball Corporation,Ball Corporation Common Stock,1.0
43439,BALL,[ball],[ball],Ball Corp.,Ball Corporation Common Stock,1.0
4800,DRI,"[darden,restaurants]","[darden,restaurants]","Darden Restaurants, Inc.",Darden Restaurants Inc. Common Stock,1.0
12462,PLXS,[plexus],[plexus],Plexus Corporation,Plexus Corp. Common Stock,1.0
23535,LUV,"[southwest,airlines]","[southwest,airlines]","Southwest Airlines, Co.",Southwest Airlines Company Common Stock,1.0
2443,LYV,"[live,nation,entertainment]","[live,nation,entertainment]",Live Nation Entertainment Inc.,Live Nation Entertainment Inc. Common Stock,1.0
27878,T,"[at,t]","[at,t]",AT & T,AT&T Inc.,1.0
40217,RL,"[ralph,lauren]","[ralph,lauren]",Ralph Lauren Corporation,Ralph Lauren Corporation Common Stock,1.0
36941,UPS,"[united,parcel,service]","[united,parcel,service]",United Parcel Service,United Parcel Service Inc. Common Stock,1.0
895,KMB,"[kimberly,clark]","[kimberly,clark]",KIMBERLY-CLARK,Kimberly-Clark Corporation Common Stock,1.0
35967,SMP,"[standard,motor,products]","[standard,motor,products]","Standard Motor Products, Inc.",Standard Motor Products Inc. Common Stock,1.0
18816,CXW,[corecivic],[corecivic],CoreCivic,CoreCivic Inc. Common Stock,1.0
37596,AES,[aes],[aes],AES Corporation,The AES Corporation Common Stock,1.0
39707,SCHL,[scholastic],[scholastic],Scholastic,Scholastic Corporation Common Stock,1.0
41487,HD,"[home,depot]","[home,depot]",THE HOME DEPOT,Home Depot Inc. (The) Common Stock,1.0
8366,AMGN,[amgen],[amgen],Amgen Inc.,Amgen Inc. Common Stock,1.0
10356,ALK,"[alaska,air]","[alaska,air]","Alaska Air Group, Inc.",Alaska Air Group Inc. Common Stock,1.0
12017,DFS,"[discover,financial,services]","[discover,financial,services]",Discover Financial Services,Discover Financial Services Common Stock,1.0
12603,NWPX,"[northwest,pipe]","[northwest,pipe]",Northwest Pipe Company,Northwest Pipe Company Common Stock,1.0
23653,CAL,[caleres],[caleres],"Caleres, Inc.",Caleres Inc. Common Stock,1.0
28679,MS,"[morgan,stanley]","[morgan,stanley]",Morgan Stanley & Co LLC,Morgan Stanley Common Stock,1.0
38768,KMB,"[kimberly,clark]","[kimberly,clark]",Kimberly-Clark Corporation,Kimberly-Clark Corporation Common Stock,1.0
5706,DKS,"[dick,s,sporting,goods]","[dick,s,sporting,goods]","Dick's Sporting Goods, Inc.",Dick's Sporting Goods Inc Common Stock,1.0
23860,GDEN,"[golden,entertainment]","[golden,entertainment]",Golden Entertainment,Golden Entertainment Inc. Common Stock,1.0
42062,TTEK,"[tetra,tech]","[tetra,tech]",Tetra Tech,Tetra Tech Inc. Common Stock,1.0
21090,ITRI,[itron],[itron],Itron Inc.,Itron Inc. Common Stock,1.0
10117,TXN,"[texas,instruments,incorporated]","[texas,instruments,incorporated]",Texas Instruments Incorporated,Texas Instruments Incorporated Common Stock,1.0
11644,MAT,[mattel],[mattel],"Mattel, Inc.",Mattel Inc. Common Stock,1.0
41819,FMC,[fmc],[fmc],FMC,FMC Corporation Common Stock,1.0
6981,BJRI,"[bj,s,restaurants]","[bj,s,restaurants]","BJ's Restaurants, Inc.",BJ's Restaurants Inc. Common Stock,1.0
11789,GPS,[gap],[gap],"Gap, Inc",Gap Inc. (The) Common Stock,1.0
16669,PPC,"[pilgrim,pride,s]","[pilgrim,s,pride]",Pilgrim Pride's,Pilgrim's Pride Corporation Common Stock,1.0
38115,LUV,"[southwest,airlines]","[southwest,airlines]",Southwest Airlines Co.,Southwest Airlines Company Common Stock,1.0
1208,FSLR,"[first,solar]","[first,solar]",First Solar,First Solar Inc. Common Stock,1.0
13077,CVS,"[cvs,health]","[cvs,health]",CVS Health,CVS Health Corporation Common Stock,1.0
13088,CC,[chemours],[chemours],Chemours,Chemours Company (The) Common Stock,1.0
18684,MEI,"[methode,electronics]","[methode,electronics]","Methode Electronics, Inc.",Methode Electronics Inc. Common Stock,1.0
22466,DXLG,"[destination,xl]","[destination,xl]","Destination XL Group, Inc.",Destination XL Group Inc. Common Stock,1.0
9782,INFN,[infinera],[infinera],Infinera Corporation,Infinera Corporation Common Stock,1.0
19170,SPTN,[spartannash],[spartannash],SpartanNash Company,SpartanNash Company Common Stock,1.0
42612,SRT,[startek],[startek],Startek,StarTek Inc. Common Stock,1.0
5874,DKS,"[dick,s,sporting,goods]","[dick,s,sporting,goods]","Dick's Sporting Goods, Inc",Dick's Sporting Goods Inc Common Stock,1.0
7115,BBWI,"[bath,body,works]","[bath,body,works]",Bath & Body Works,Bath & Body Works Inc.,1.0
7995,PBI,"[pitney,bowes]","[pitney,bowes]",Pitney Bowes Inc,Pitney Bowes Inc. Common Stock,1.0
817,IP,"[international,paper]","[international,paper]",INTERNATIONAL PAPER COMPANY,International Paper Company Common Stock,1.0
10633,TSN,"[tyson,foods]","[tyson,foods]",Tyson Foods Inc.,Tyson Foods Inc. Common Stock,1.0
17987,NCR,[ncr],[ncr],Ncr Corporation,NCR Corporation Common Stock,1.0
18285,GRPN,[groupon],[groupon],"Groupon, Inc.",Groupon Inc. Common Stock,1.0
4927,CAL,[caleres],[caleres],"CALERES, INC",Caleres Inc. Common Stock,1.0
42650,VRTV,[veritiv],[veritiv],Veritiv,Veritiv Corporation Common Stock,1.0
6736,AEO,"[american,eagle,outfitters]","[american,eagle,outfitters]","American Eagle Outfitters, Inc.",American Eagle Outfitters Inc. Common Stock,1.0
1339,FCX,"[freeport,mcmoran]","[freeport,mcmoran]",Freeport-McMoRan,Freeport-McMoRan Inc. Common Stock,1.0
31918,DLX,[deluxe],[deluxe],Deluxe Corp,Deluxe Corporation Common Stock,1.0
32899,FLWS,"[1,800,flowers,com]","[1,800,flowers,com]",1-800-flowers.com,1-800-FLOWERS.COM Inc. Common Stock,1.0
915,IP,"[international,paper]","[international,paper]",INTERNATIONAL PAPER,International Paper Company Common Stock,1.0
12799,BLMN,"[bloomin,brands]","[bloomin,brands]",Bloomin' Brands*,Bloomin' Brands Inc. Common Stock,1.0
16078,NWL,"[newell,brands]","[newell,brands]",Newell Brands,Newell Brands Inc. Common Stock,1.0
17032,WY,[weyerhaeuser],[weyerhaeuser],Weyerhaeuser Co,Weyerhaeuser Company Common Stock,1.0
18201,HL,"[hecla,mining]","[hecla,mining]",Hecla Mining,Hecla Mining Company Common Stock,1.0
24099,UNP,"[union,pacific]","[union,pacific]",Union Pacific,Union Pacific Corporation Common Stock,1.0
8582,GPN,"[global,payments]","[global,payments]",Global Payments Inc.,Global Payments Inc. Common Stock,1.0
9823,JNPR,"[juniper,networks]","[juniper,networks]","Juniper Networks, Inc.",Juniper Networks Inc. Common Stock,1.0
33711,MEC,"[mayville,engineering]","[mayville,engineering]",Mayville Engineering Company,Mayville Engineering Company Inc. Common Stock,1.0
42007,GIS,"[general,mills]","[general,mills]",GENERAL MILLS,General Mills Inc. Common Stock,1.0
44597,MGM,"[mgm,resorts,international]","[mgm,resorts,international]",MGM Resorts International,MGM Resorts International Common Stock,1.0
18110,DXC,"[dxc,technology]","[dxc,technology]",DXC Technology,DXC Technology Company Common Stock,1.0
44219,CAMP,[calamp],[calamp],CalAmp,CalAmp Corp. Common Stock,1.0
3303,LYV,"[live,nation,entertainment]","[live,nation,entertainment]",Live Nation Entertainment Inc,Live Nation Entertainment Inc. Common Stock,1.0
20518,FHN,"[first,horizon]","[first,horizon]",First Horizon,First Horizon Corporation Common Stock,1.0
10834,BLK,[blackrock],[blackrock],"BlackRock, Inc.",BlackRock Inc. Common Stock,1.0
19458,BMY,"[bristol,myers,squibb]","[bristol,myers,squibb]",Bristol-Myers Squibb Company,Bristol-Myers Squibb Company Common Stock,1.0
22186,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase,JP Morgan Chase & Co. Common Stock,1.0
32875,WY,[weyerhaeuser],[weyerhaeuser],Weyerhaeuser,Weyerhaeuser Company Common Stock,1.0
43596,ADM,"[archer,daniels,midland]","[archer,daniels,midland]",Archer-Daniels-Midland Co,Archer-Daniels-Midland Company Common Stock,1.0
16890,C,[citigroup],[citigroup],"Citigroup, Inc.",Citigroup Inc. Common Stock,1.0
20920,AMWD,"[american,woodmark]","[american,woodmark]",AMERICAN WOODMARK CORPORATION,American Woodmark Corporation Common Stock,1.0
42870,NKTR,"[nektar,therapeutics]","[nektar,therapeutics]",Nektar Therapeutics,Nektar Therapeutics  Common Stock,1.0
5587,ODFL,"[old,dominion,freight,line]","[old,dominion,freight,line]","Old Dominion Freight Line, Inc.",Old Dominion Freight Line Inc. Common Stock,1.0
19502,WNC,"[wabash,national]","[wabash,national]",Wabash National,Wabash National Corporation Common Stock,1.0
14979,ALCO,[alico],[alico],"Alico, Inc.",Alico Inc. Common Stock,1.0
1861,BBBY,"[bed,bath,beyond]","[bed,bath,beyond]",Bed Bath & beyond,Bed Bath & Beyond Inc. Common Stock,1.0
3581,RHI,"[robert,half,international]","[robert,half,international]",Robert Half International Inc.,Robert Half International Inc. Common Stock,1.0
8906,AAPL,[apple],[apple],Apple Inc.,Apple Inc. Common Stock,1.0
10431,QNST,[quinstreet],[quinstreet],QuinStreet,QuinStreet Inc. Common Stock,1.0
236,TMO,"[thermo,fisher,scientific]","[thermo,fisher,scientific]","THERMO FISHER SCIENTIFIC, INC.",Thermo Fisher Scientific Inc Common Stock,1.0
31042,UBER,"[uber,technologies]","[uber,technologies]","Uber Technologies, Inc.",Uber Technologies Inc. Common Stock,1.0
38903,A,"[agilent,technologies]","[agilent,technologies]",Agilent Technologies,Agilent Technologies Inc. Common Stock,1.0
1191,ACM,[aecom],[aecom],Aecom,AECOM Common Stock,1.0
16633,ABT,"[abbott,laboratories]","[abbott,laboratories]",Abbott Laboratories,Abbott Laboratories Common Stock,1.0
18059,BBY,"[best,buy]","[best,buy]",Best Buy Company,Best Buy Co. Inc. Common Stock,1.0
9619,LFUS,[littelfuse],[littelfuse],Littelfuse,Littelfuse Inc. Common Stock,1.0
15266,KO,"[coca,cola]","[coca,cola]",The Coca-Cola Company,Coca-Cola Company (The) Common Stock,1.0
18,CVGI,"[commercial,vehicle]","[commercial,vehicle]","Commercial Vehicle Group, Inc",Commercial Vehicle Group Inc. Common Stock,1.0
30324,TXRH,"[texas,roadhouse]","[texas,roadhouse]",Texas Roadhouse,Texas Roadhouse Inc. Common Stock,1.0
41688,MS,"[morgan,stanley]","[morgan,stanley]",MORGAN STANLEY,Morgan Stanley Common Stock,1.0
6620,HXL,[hexcel],[hexcel],Hexcel Corporation,Hexcel Corporation Common Stock,1.0
19708,FLXS,"[flexsteel,industries]","[flexsteel,industries]","Flexsteel Industries, Inc.",Flexsteel Industries Inc. Common Stock,1.0
39357,BLMN,"[bloomin,brands]","[bloomin,brands]",Bloomin' Brands,Bloomin' Brands Inc. Common Stock,1.0
16579,LMT,"[lockheed,martin]","[lockheed,martin]",Lockheed Martin Corp,Lockheed Martin Corporation Common Stock,1.0
37687,NDSN,[nordson],[nordson],Nordson Corporation,Nordson Corporation Common Stock,1.0
35501,NRG,"[nrg,energy]","[nrg,energy]",NRG Energy,NRG Energy Inc. Common Stock,1.0
39681,FL,"[foot,locker]","[foot,locker]",Foot Locker,Foot Locker Inc.,1.0
12600,PKG,"[packaging,of,america]","[packaging,of,america]",Packaging Corporation of America,Packaging Corporation of America Common Stock,1.0
33072,M,"[macy,s]","[macy,s]",Macy's Inc,Macy's Inc Common Stock,1.0
37515,AVGO,[broadcom],[broadcom],Broadcom,Broadcom Inc. Common Stock,1.0
39484,SWN,"[southwestern,energy]","[southwestern,energy]",Southwestern Energy Company,Southwestern Energy Company Common Stock,1.0
16688,AXP,"[american,express]","[american,express]",American Express,American Express Company Common Stock,1.0
32298,LYV,"[live,nation,entertainment]","[live,nation,entertainment]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,1.0
43755,DLX,[deluxe],[deluxe],Deluxe Corporation,Deluxe Corporation Common Stock,1.0
16215,CSGP,[costar],[costar],CoStar Group,CoStar Group Inc. Common Stock,1.0
20747,ADM,"[archer,daniels,midland]","[archer,daniels,midland]",Archer Daniels Midland Company,Archer-Daniels-Midland Company Common Stock,1.0
32741,DVN,"[devon,energy]","[devon,energy]",Devon Energy,Devon Energy Corporation Common Stock,1.0
39678,SND,"[smart,sand]","[smart,sand]",Smart Sand Inc.,Smart Sand Inc. Common Stock,1.0
17266,A,"[agilent,technologies]","[agilent,technologies]","Agilent Technologies, Inc.",Agilent Technologies Inc. Common Stock,1.0
43504,BBBY,"[bed,bath,beyond]","[bed,bath,beyond]",Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. Common Stock,1.0
905,DDS,"[dillard,s]","[dillard,s]","DILLARD'S, INC.",Dillard's Inc. Common Stock,1.0
19308,HOLX,[hologic],[hologic],"Hologic, Inc.",Hologic Inc. Common Stock,1.0
28688,SANM,[sanmina],[sanmina],Sanmina Corporation,Sanmina Corporation Common Stock,1.0
10672,GPS,[gap],[gap],Gap Inc.,Gap Inc. (The) Common Stock,1.0
165,WFC,"[wells,fargo]","[wells,fargo]",WELLS FARGO,Wells Fargo & Company Common Stock,1.0
16940,GM,"[general,motors]","[general,motors]",General Motors,General Motors Company Common Stock,1.0
1935,AMGN,[amgen],[amgen],Amgen Inc,Amgen Inc. Common Stock,1.0
28263,VECO,"[veeco,instruments]","[veeco,instruments]",Veeco Instruments Inc.,Veeco Instruments Inc. Common Stock,1.0
17368,MMS,[maximus],[maximus],"Maximus, Inc.",Maximus Inc. Common Stock,1.0
9424,MPAA,"[motorcar,parts,of,america]","[motorcar,parts,of,america]","Motorcar Parts of America, Inc.",Motorcar Parts  of America Inc. Common Stock,1.0
35232,HHS,"[harte,hanks]","[harte,hanks]",Harte-Hanks,Harte-Hanks Inc. Common Stock,1.0
24346,TITN,"[titan,machinery]","[titan,machinery]",Titan Machinery,Titan Machinery Inc. Common Stock,1.0
298,LMT,"[lockheed,martin]","[lockheed,martin]",LOCKHEED MARTIN CORPORATION,Lockheed Martin Corporation Common Stock,1.0
25398,ARW,"[arrow,electronics]","[arrow,electronics]",Arrow Electronics,Arrow Electronics Inc. Common Stock,1.0
34538,PRCH,[porch],[porch],The Porch,Porch Group Inc. Common Stock,1.0
8599,NOVT,[novanta],[novanta],Novanta,Novanta Inc. Common Stock,1.0
17376,T,"[at,t]","[at,t]",At & T,AT&T Inc.,1.0
259,NOC,"[northrop,grumman]","[northrop,grumman]",NORTHROP GRUMMAN,Northrop Grumman Corporation Common Stock,1.0
26559,NATH,"[nathan,s,famous]","[nathan,s,famous]","Nathan's Famous, Inc.",Nathan's Famous Inc. Common Stock,1.0
32593,CAR,"[avis,budget]","[avis,budget]",Avis Budget,Avis Budget Group Inc. Common Stock,1.0
3297,NTAP,[netapp],[netapp],NetApp,NetApp Inc. Common Stock,1.0
43062,COUR,[coursera],[coursera],"Coursera, Inc.",Coursera Inc. Common Stock,1.0
474,DLA,"[delta,apparel]","[delta,apparel]","DELTA APPAREL, INC.",Delta Apparel Inc. Common Stock,1.0
10327,V,[visa],[visa],Visa Inc.,Visa Inc.,1.0
15885,K,[kellogg],[kellogg],Kellogg Company,Kellogg Company Common Stock,1.0
18830,COKE,"[coca,cola,consolidated]","[coca,cola,consolidated]","Coca-Cola Consolidated, Inc.",Coca-Cola Consolidated Inc. Common Stock,1.0
17257,PFE,[pfizer],[pfizer],Pfizer Inc,Pfizer Inc. Common Stock,1.0
18900,AMWD,"[american,woodmark]","[american,woodmark]",American Woodmark Corporation,American Woodmark Corporation Common Stock,1.0
28941,EXC,[exelon],[exelon],Exelon,Exelon Corporation Common Stock,1.0
11124,PLXS,[plexus],[plexus],Plexus Corp.,Plexus Corp. Common Stock,1.0
16548,NDSN,[nordson],[nordson],Nordson,Nordson Corporation Common Stock,1.0
17029,DDS,"[dillard,s]","[dillard,s]",Dillard's,Dillard's Inc. Common Stock,1.0
23210,ALLY,"[ally,financial]","[ally,financial]",Ally Financial,Ally Financial Inc. Common Stock,1.0
29694,LHX,"[l3harris,technologies]","[l3harris,technologies]",L3Harris Technologies,L3Harris Technologies Inc. Common Stock,1.0
32230,CMCO,"[columbus,mckinnon]","[columbus,mckinnon]",Columbus McKinnon Corporation,Columbus McKinnon Corporation Common Stock,1.0
42833,SPWR,[sunpower],[sunpower],SunPower,SunPower Corporation Common Stock,1.0
43020,BAFN,"[bayfirst,financial]","[bayfirst,financial]",BayFirst Financial,BayFirst Financial Corp. Common Stock,1.0
12991,GE,"[general,electric]","[general,electric]",General Electric,General Electric Company Common Stock,1.0
18741,PK,"[park,hotels,resorts]","[park,hotels,resorts]",Park Hotels & resorts,Park Hotels & Resorts Inc. Common Stock,1.0
20843,EFX,[equifax],[equifax],Equifax,Equifax Inc. Common Stock,1.0
229,BA,[boeing],[boeing],THE BOEING COMPANY,Boeing Company (The) Common Stock,1.0
32158,BHE,"[benchmark,electronics]","[benchmark,electronics]",Benchmark Electronics Inc,Benchmark Electronics Inc. Common Stock,1.0
20901,WRK,[westrock],[westrock],WestRock Company,Westrock Company Common Stock,1.0
40146,GILD,"[gilead,sciences]","[gilead,sciences]","Gilead Sciences, Inc",Gilead Sciences Inc. Common Stock,1.0
22849,CBRL,"[cracker,barrel,old,country,store]","[cracker,barrel,old,country,store]",Cracker Barrel Old Country Store,Cracker Barrel Old Country Store Inc Common Stock,1.0
41745,JNJ,"[johnson,johnson]","[johnson,johnson]",JOHNSON & JOHNSON,Johnson & Johnson Common Stock,1.0
815,IP,"[international,paper]","[international,paper]","INTERNATIONAL PAPER, INC.",International Paper Company Common Stock,1.0
11172,MSFT,[microsoft],[microsoft],Microsoft Corporation,Microsoft Corporation Common Stock,1.0
21894,GPN,"[global,payments]","[global,payments]","Global Payments, Inc.",Global Payments Inc. Common Stock,1.0
36940,HAE,[haemonetics],[haemonetics],Haemonetics,Haemonetics Corporation Common Stock,1.0
5492,TRIP,[tripadvisor],[tripadvisor],TripAdvisor LLC,TripAdvisor Inc. Common Stock,1.0
6906,PLCE,"[children,s,place]","[children,s,place]","THE CHILDREN'S PLACE, INC",Children's Place Inc. (The) Common Stock,1.0
11893,AMD,"[advanced,micro,devices]","[advanced,micro,devices]","Advanced Micro Devices, Inc.",Advanced Micro Devices Inc. Common Stock,1.0
16775,IR,"[ingersoll,rand]","[ingersoll,rand]",Ingersoll Rand,Ingersoll Rand Inc. Common Stock,1.0
20930,BLMN,"[bloomin,brands]","[bloomin,brands]",Bloomin' Brands Inc.,Bloomin' Brands Inc. Common Stock,1.0
43480,MBC,[masterbrand],[masterbrand],Masterbrand,MasterBrand Inc. Common Stock,1.0
1088,HXL,[hexcel],[hexcel],Hexcel,Hexcel Corporation Common Stock,1.0
37349,KALU,"[kaiser,aluminum]","[kaiser,aluminum]",Kaiser Aluminum,Kaiser Aluminum Corporation Common Stock,1.0
40496,WMT,[walmart],[walmart],Walmart Inc.,Walmart Inc. Common Stock,1.0
42774,ALLK,[allakos],[allakos],Allakos,Allakos Inc. Common Stock,1.0
12586,WMT,[walmart],[walmart],WalMart,Walmart Inc. Common Stock,1.0
41201,XOM,"[exxon,mobil]","[exxon,mobil]",Exxon Mobil Corporation,Exxon Mobil Corporation Common Stock,1.0
10027,GILD,"[gilead,sciences]","[gilead,sciences]","Gilead Sciences, Inc.",Gilead Sciences Inc. Common Stock,1.0
16493,WM,"[waste,management]","[waste,management]",Waste Management,Waste Management Inc. Common Stock,1.0
1874,DXCM,[dexcom],[dexcom],"Dexcom, Inc.",DexCom Inc. Common Stock,1.0
19402,FLR,[fluor],[fluor],Fluor,Fluor Corporation Common Stock,1.0
20537,CL,"[colgate,palmolive]","[colgate,palmolive]",Colgate-Palmolive,Colgate-Palmolive Company Common Stock,1.0
32340,BBWI,"[bath,body,works]","[bath,body,works]","Bath & Body Works, LLC",Bath & Body Works Inc.,1.0
33834,WFC,"[wells,fargo]","[wells,fargo]",Wells Fargo & Co.,Wells Fargo & Company Common Stock,1.0
21791,WFC,"[wells,fargo]","[wells,fargo]",Wells Fargo & Company,Wells Fargo & Company Common Stock,1.0
19711,WGO,"[winnebago,industries]","[winnebago,industries]",Winnebago Industries,Winnebago Industries Inc. Common Stock,1.0
10924,HPQ,[hp],[hp],HP Inc.,HP Inc. Common Stock,1.0
7016,RXDX,"[prometheus,biosciences]","[prometheus,biosciences]","Prometheus Biosciences, Inc.",Prometheus Biosciences Inc. Common Stock,1.0
36668,MLI,"[mueller,industries]","[mueller,industries]","Mueller Industries, Inc.",Mueller Industries Inc. Common Stock,1.0
37461,BERY,"[berry,global]","[berry,global]",Berry Global,Berry Global Group Inc. Common Stock,1.0
37973,NOC,"[northrop,grumman]","[northrop,grumman]",Northrop Grumman Corporation,Northrop Grumman Corporation Common Stock,1.0
1100,YELP,[yelp],[yelp],Yelp,Yelp Inc. Common Stock,1.0
12116,AVGO,[broadcom],[broadcom],Broadcom Corporation,Broadcom Inc. Common Stock,1.0
334,X,"[united,states,steel]","[united,states,steel]",UNITED STATES STEEL CORPORATION,United States Steel Corporation Common Stock,1.0
